urgent_surgeries,location,region,conventional_surgeries,health_centre,period,scheduled_surgeries,ambulatory_surgeries,year,month
1461.0,"[41.4387173, -8.3086907]",Northern,3618.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2022-08,10002,6384,2022,8
1510.0,"[38.5684861, -7.9032848]",Alentejo,2928.0,"Hospital Espírito Santo de Évora, EPE",2022-09,12195,9267,2022,9
922.0,"[38.014123, -7.8721227]",Alentejo,885.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2022-09,2379,1494,2022,9
3188.0,"[37.0238973, -7.9281554]",Algarve,3616.0,"Centro Hospitalar Universitário do Algarve,EPE",2022-09,10277,6661,2022,9
1005.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1912.0,"Centro Hospitalar Barreiro/Montijo, EPE",2022-09,4616,2704,2022,9
1156.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1854.0,"Hospital de Vila Franca de Xira, EPE",2022-09,7456,5602,2022,9
1277.0,"[41.3423984, -8.4802503]",Northern,1575.0,"Centro Hospitalar do Médio Ave, EPE",2022-09,4758,3183,2022,9
802.0,"[41.3828711, -8.7589945]",Northern,1510.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2022-09,3894,2384,2022,9
1751.0,"[41.7056054, -8.8252713]",Northern,3002.0,"Unidade Local de Saúde do Alto Minho, EPE",2022-09,8909,5907,2022,9
2072.0,"[39.7414812, -8.7982706]",Central,2848.0,"Centro Hospitalar de Leiria, EPE",2022-10,14170,11322,2022,10
1720.0,"[40.6362453, -8.6543716]",Central,3406.0,"Centro Hospitalar do Baixo Vouga, EPE",2022-10,11043,7637,2022,10
642.0,"[40.5309916, -7.2734793]",Central,1241.0,"Unidade Local de Saúde da Guarda, EPE",2022-10,2976,1735,2022,10
1132.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,2122.0,"Centro Hospitalar Barreiro/Montijo, EPE",2022-10,5136,3014,2022,10
6759.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,10032.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2022-10,26236,16204,2022,10
1047.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1559.0,"Hospital Distrital de Santarém, EPE",2022-10,5712,4153,2022,10
1863.0,"[41.4387173, -8.3086907]",Northern,4643.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2022-10,12910,8267,2022,10
159.0,"[41.5324234, -8.6171561]",Northern,853.0,"Hospital Santa Maria Maior, EPE",2022-10,5358,4505,2022,10
1188.0,"[41.8056532, -6.7888197]",Northern,1354.0,"Unidade Local de Saúde do Nordeste, EPE",2022-10,6131,4777,2022,10
1157.0,"[38.014123, -7.8721227]",Alentejo,1128.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2022-11,3039,1911,2022,11
713.0,"[38.0162314, -8.6956768]",Alentejo,805.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2022-11,3601,2796,2022,11
1604.0,"[41.3423984, -8.4802503]",Northern,1947.0,"Centro Hospitalar do Médio Ave, EPE",2022-11,6016,4069,2022,11
2233.0,"[40.9293884, -8.5458794]",Northern,6068.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2022-11,21088,15020,2022,11
562.0,"[41.1785642, -8.6062881]",Northern,5537.0,"Instituto Português Oncologia do Porto, EPE",2022-11,9943,4406,2022,11
1848.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,2058.0,"Centro Hospitalar do Oeste, EPE",2022-12,6684,4626,2022,12
1517.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1863.0,"Hospital de Loures, EPE",2022-12,9863,8000,2022,12
2380.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,5467.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2022-12,16033,10566,2022,12
2821.0,"[41.2494561, -8.264901]",Northern,7327.0,"Centro Hospitalar Tâmega e Sousa, EPE",2022-12,24573,17246,2022,12
2175.0,"[41.3031784, -7.7515252]",Northern,4387.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2022-12,13953,9566,2022,12
100.0,"[38.014123, -7.8721227]",Alentejo,130.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2023-01,419,289,2023,1
51.0,"[38.0162314, -8.6956768]",Alentejo,94.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2023-01,426,332,2023,1
351.0,"[37.0238973, -7.9281554]",Algarve,438.0,"Centro Hospitalar Universitário do Algarve,EPE",2023-01,1284,846,2023,1
65.0,"[40.2804158, -7.4922407]",Central,162.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2023-01,839,677,2023,1
642.0,"[40.2191523, -8.4098211]",Central,1228.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2023-01,3861,2633,2023,1
54.0,"[40.117897, -8.8586755]",Central,90.0,"Hospital Distrital da Figueira da Foz, EPE",2023-01,513,423,2023,1
133.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,264.0,"Centro Hospitalar de Setúbal, EPE",2023-01,1404,1140,2023,1
156.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,195.0,"Centro Hospitalar do Oeste, EPE",2023-01,727,532,2023,1
676.0,"[37.0238973, -7.9281554]",Algarve,746.0,"Centro Hospitalar Universitário do Algarve,EPE",2023-02,2323,1577,2023,2
1405.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,2131.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2023-02,5554,3423,2023,2
224.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,438.0,"Hospital de Vila Franca de Xira, EPE",2023-02,1819,1381,2023,2
256.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,335.0,"Hospital Distrital de Santarém, EPE",2023-02,915,580,2023,2
312.0,"[41.1794456, -8.6745115]",Northern,556.0,"Unidade Local de Saúde de Matosinhos, EPE",2023-02,2698,2142,2023,2
1821.0,"[40.2191523, -8.4098211]",Central,3560.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2023-03,11228,7668,2023,3
195.0,"[40.5309916, -7.2734793]",Central,427.0,"Unidade Local de Saúde da Guarda, EPE",2023-03,919,492,2023,3
2136.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,3349.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2023-03,8814,5465,2023,3
339.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,659.0,"Hospital de Vila Franca de Xira, EPE",2023-03,2795,2136,2023,3
399.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,546.0,"Hospital Distrital de Santarém, EPE",2023-03,1482,936,2023,3
656.0,"[40.9293884, -8.5458794]",Northern,1878.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2023-03,6301,4423,2023,3
531.0,"[41.3031784, -7.7515252]",Northern,1285.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2023-03,4219,2934,2023,3
457.0,"[38.014123, -7.8721227]",Alentejo,545.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2023-04,1516,971,2023,4
603.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,763.0,"Centro Hospitalar do Oeste, EPE",2023-04,2917,2154,2023,4
457.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,824.0,"Hospital de Vila Franca de Xira, EPE",2023-04,3531,2707,2023,4
522.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,738.0,"Hospital Distrital de Santarém, EPE",2023-04,1960,1222,2023,4
1942.0,"[41.1831056, -8.6010558]",Northern,7298.0,"Centro Hospitalar Universitário de São João, EPE",2023-04,18443,11145,2023,4
618.0,"[41.3423984, -8.4802503]",Northern,615.0,"Centro Hospitalar do Médio Ave, EPE",2023-04,2420,1805,2023,4
660.0,"[41.4387173, -8.3086907]",Northern,2216.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2023-04,5812,3596,2023,4
207.0,"[41.1785642, -8.6062881]",Northern,1918.0,"Instituto Português Oncologia do Porto, EPE",2023-04,3582,1664,2023,4
613.0,"[41.1794456, -8.6745115]",Northern,1131.0,"Unidade Local de Saúde de Matosinhos, EPE",2023-04,5458,4327,2023,4
291.0,"[38.0162314, -8.6956768]",Alentejo,467.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2023-05,2248,1781,2023,5
1851.0,"[37.0238973, -7.9281554]",Algarve,1917.0,"Centro Hospitalar Universitário do Algarve,EPE",2023-05,5990,4073,2023,5
1106.0,"[40.516364, -8.0827433]",Central,3424.0,"Centro Hospitalar Tondela-Viseu, EPE",2023-05,11386,7962,2023,5
602.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,987.0,"Hospital de Vila Franca de Xira, EPE",2023-05,4291,3304,2023,5
742.0,"[41.3423984, -8.4802503]",Northern,826.0,"Centro Hospitalar do Médio Ave, EPE",2023-05,3061,2235,2023,5
1101.0,"[40.9293884, -8.5458794]",Northern,3027.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2023-05,10801,7774,2023,5
625.0,"[41.8056532, -6.7888197]",Northern,816.0,"Unidade Local de Saúde do Nordeste, EPE",2023-05,3200,2384,2023,5
2249.0,"[37.0238973, -7.9281554]",Algarve,2334.0,"Centro Hospitalar Universitário do Algarve,EPE",2023-06,7188,4854,2023,6
4305.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,6712.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2023-06,17464,10752,2023,6
813.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1369.0,"Centro Hospitalar de Setúbal, EPE",2023-06,7055,5686,2023,6
3098.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,6166.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2023-06,21635,15469,2023,6
739.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1187.0,"Hospital de Vila Franca de Xira, EPE",2023-06,5152,3965,2023,6
1392.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2285.0,"Hospital Garcia de Orta, EPE",2023-06,9584,7299,2023,6
530.0,"[41.3828711, -8.7589945]",Northern,1192.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2023-06,3449,2257,2023,6
1467.0,"[41.2494561, -8.264901]",Northern,4133.0,"Centro Hospitalar Tâmega e Sousa, EPE",2023-06,14311,10178,2023,6
1155.0,"[41.3031784, -7.7515252]",Northern,2586.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2023-06,7937,5351,2023,6
900.0,"[41.1794456, -8.6745115]",Northern,1718.0,"Unidade Local de Saúde de Matosinhos, EPE",2023-06,8261,6543,2023,6
1170.0,"[38.5684861, -7.9032848]",Alentejo,2337.0,"Hospital Espírito Santo de Évora, EPE",2023-07,9805,7468,2023,7
469.0,"[40.2804158, -7.4922407]",Central,1069.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2023-07,5196,4127,2023,7
3613.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,6983.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2023-07,24890,17907,2023,7
907.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1319.0,"Hospital Distrital de Santarém, EPE",2023-07,3821,2502,2023,7
1536.0,"[40.9293884, -8.5458794]",Northern,4049.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2023-07,14647,10598,2023,7
1360.0,"[41.7056054, -8.8252713]",Northern,2307.0,"Unidade Local de Saúde do Alto Minho, EPE",2023-07,8859,6552,2023,7
349.0,"[39.3003425, -7.4263845]",Alentejo,977.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2023-08,3267,2290,2023,8
1127.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1724.0,"Centro Hospitalar de Setúbal, EPE",2023-08,9177,7453,2023,8
4154.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,7775.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2023-08,27679,19904,2023,8
1791.0,"[40.9293884, -8.5458794]",Northern,4480.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2023-08,16251,11771,2023,8
1403.0,"[41.4387173, -8.3086907]",Northern,4437.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2023-08,11951,7514,2023,8
1037.0,"[38.014123, -7.8721227]",Alentejo,1144.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2023-09,3270,2126,2023,9
623.0,"[40.2804158, -7.4922407]",Central,1390.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2023-09,6533,5143,2023,9
560.0,"[40.5309916, -7.2734793]",Central,1219.0,"Unidade Local de Saúde da Guarda, EPE",2023-09,2708,1489,2023,9
4588.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,8666.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2023-09,31040,22374,2023,9
1114.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1968.0,"Hospital de Loures, EPE",2023-09,8809,6841,2023,9
1161.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1687.0,"Hospital de Vila Franca de Xira, EPE",2023-09,7765,6078,2023,9
2263.0,"[41.2494561, -8.264901]",Northern,5984.0,"Centro Hospitalar Tâmega e Sousa, EPE",2023-09,20588,14604,2023,9
2933.0,"[41.56785, -8.398982]",Northern,7093.0,"Hospital de Braga, EPE",2023-09,29798,22705,2023,9
466.0,"[41.1785642, -8.6062881]",Northern,4180.0,"Instituto Português Oncologia do Porto, EPE",2023-09,7851,3671,2023,9
1777.0,"[41.7056054, -8.8252713]",Northern,2843.0,"Unidade Local de Saúde do Alto Minho, EPE",2023-09,10584,7741,2023,9
1135.0,"[41.8056532, -6.7888197]",Northern,1450.0,"Unidade Local de Saúde do Nordeste, EPE",2023-09,5676,4226,2023,9
1693.0,"[38.5684861, -7.9032848]",Alentejo,3193.0,"Hospital Espírito Santo de Évora, EPE",2023-10,13863,10670,2023,10
1179.0,"[38.014123, -7.8721227]",Alentejo,1268.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2023-10,3603,2335,2023,10
604.0,"[38.0162314, -8.6956768]",Alentejo,901.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2023-10,4572,3671,2023,10
1864.0,"[40.6362453, -8.6543716]",Central,3491.0,"Centro Hospitalar do Baixo Vouga, EPE",2023-10,10887,7396,2023,10
2335.0,"[40.516364, -8.0827433]",Central,6579.0,"Centro Hospitalar Tondela-Viseu, EPE",2023-10,22287,15708,2023,10
570.0,"[40.117897, -8.8586755]",Central,911.0,"Hospital Distrital da Figueira da Foz, EPE",2023-10,6621,5710,2023,10
1181.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,2677.0,"Centro Hospitalar Médio Tejo, EPE",2023-10,8193,5516,2023,10
1822.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,1430.0,"Hospital de Cascais, PPP",2023-10,9503,8073,2023,10
1294.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1886.0,"Hospital de Vila Franca de Xira, EPE",2023-10,8685,6799,2023,10
1454.0,"[41.3423984, -8.4802503]",Northern,1444.0,"Centro Hospitalar do Médio Ave, EPE",2023-10,5399,3955,2023,10
1809.0,"[41.4387173, -8.3086907]",Northern,5605.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2023-10,15494,9889,2023,10
3268.0,"[41.56785, -8.398982]",Northern,7853.0,"Hospital de Braga, EPE",2023-10,33284,25431,2023,10
671.0,"[38.0162314, -8.6956768]",Alentejo,1004.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2023-11,5154,4150,2023,11
776.0,"[40.2804158, -7.4922407]",Central,1675.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2023-11,7931,6256,2023,11
7131.0,"[40.2191523, -8.4098211]",Central,11534.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2023-11,36807,25273,2023,11
644.0,"[40.5309916, -7.2734793]",Central,1495.0,"Unidade Local de Saúde da Guarda, EPE",2023-11,3333,1838,2023,11
963.0,"[39.8212263, -7.4981271]",Central,2182.0,"Unidade Local de Saúde de Castelo Branco, EPE",2023-11,6743,4561,2023,11
1230.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,2394.0,"Centro Hospitalar Barreiro/Montijo, EPE",2023-11,5720,3326,2023,11
8223.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,11709.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2023-11,30428,18719,2023,11
1310.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,2023.0,"Hospital Distrital de Santarém, EPE",2023-11,6311,4288,2023,11
2196.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,5523.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2023-11,16347,10824,2023,11
2287.0,"[40.6362453, -8.6543716]",Central,4085.0,"Centro Hospitalar do Baixo Vouga, EPE",2023-12,13001,8916,2023,12
693.0,"[40.5309916, -7.2734793]",Central,1621.0,"Unidade Local de Saúde da Guarda, EPE",2023-12,3587,1966,2023,12
1671.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,2255.0,"Centro Hospitalar do Oeste, EPE",2023-12,8667,6412,2023,12
3787.0,"[41.56785, -8.398982]",Northern,9398.0,"Hospital de Braga, EPE",2023-12,39605,30207,2023,12
639.0,"[41.1785642, -8.6062881]",Northern,5620.0,"Instituto Português Oncologia do Porto, EPE",2023-12,10428,4808,2023,12
1536.0,"[41.8056532, -6.7888197]",Northern,1886.0,"Unidade Local de Saúde do Nordeste, EPE",2023-12,7521,5635,2023,12
64.0,"[40.5309943471486, -7.0]",Central,133.0,"Unidade Local de Saúde da Guarda, EPE",2024-01,337,204,2024,1
277.0,"[38.7084, -9.21711]",Lisbon and Tagus Valley,680.0,"Unidade Local de Saúde de Lisboa Ocidental, EPE",2024-01,1952,1272,2024,1
184.0,"[38.568838, -7.903064]",Alentejo,407.0,"Unidade Local de Saúde do Alentejo Central, EPE",2024-01,1679,1272,2024,1
61.0,"[38.039936, -8.731693]",Alentejo,133.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2024-01,669,536,2024,1
244.0,"[41.1971153671548, -8.0]",Northern,653.0,"Unidade Local de Saúde do Tâmega e Sousa, EPE",2024-01,2475,1822,2024,1
136.0,"[38.529351, -8.881073]",Lisbon and Tagus Valley,247.0,"Unidade Local de Saúde da Arrábida, EPE",2025-01,1684,1437,2025,1
60.0,"[40.5309943471486, -7.0]",Central,181.0,"Unidade Local de Saúde da Guarda, EPE",2025-01,426,245,2025,1
210.0,"[40.636332, -8.654388]",Central,224.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2025-01,989,765,2025,1
294.0,"[41.562328338623, -8.3]",Northern,785.0,"Unidade Local de Saúde de Braga, EPE",2025-01,3146,2361,2025,1
145.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,329.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2025-01,1246,917,2025,1
560.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,1255.0,"Unidade Local de Saúde de Santa Maria, EPE",2025-01,4569,3314,2025,1
118.0,"[38.6527214050293, -9.0]",Lisbon and Tagus Valley,176.0,"Unidade Local de Saúde do Arco Ribeirinho, EPE",2025-01,595,419,2025,1
125.0,"[38.0146, -7.86863]",Alentejo,138.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2025-01,392,254,2025,1
424.0,"[39.7418, -8.79444]",Central,608.0,"Unidade Local de Saúde da Região de Leiria, EPE",2024-02,3365,2757,2024,2
825.0,"[41.147283, -8.619536]",Northern,2037.0,"Unidade Local de Saúde de Santo António, EPE",2024-02,7291,5254,2024,2
1386.0,"[38.7169, -9.13654]",Lisbon and Tagus Valley,2228.0,"Unidade Local de Saúde de São José, EPE",2024-02,6638,4410,2024,2
513.0,"[41.1254463195801, -8.0]",Northern,1727.0,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE",2024-02,5768,4041,2024,2
467.0,"[41.1971153671548, -8.0]",Northern,1543.0,"Unidade Local de Saúde do Tâmega e Sousa, EPE",2024-02,5246,3703,2024,2
158.0,"[39.822737, -7.499876]",Central,481.0,"Unidade Local de Saúde Castelo Branco, EPE",2025-02,1496,1015,2025,2
110.0,"[40.5309943471486, -7.0]",Central,329.0,"Unidade Local de Saúde da Guarda, EPE",2025-02,819,490,2025,2
399.0,"[40.636332, -8.654388]",Central,503.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2025-02,2002,1499,2025,2
434.0,"[39.7418, -8.79444]",Central,620.0,"Unidade Local de Saúde da Região de Leiria, EPE",2025-02,3526,2906,2025,2
359.0,"[38.67381, -9.17597]",Lisbon and Tagus Valley,778.0,"Unidade Local de Saúde de Almada-Seixal, EPE",2025-02,3854,3076,2025,2
280.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,626.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2025-02,2444,1818,2025,2
118.0,"[39.2999, -7.4267]",Alentejo,213.0,"Unidade Local de Saúde do Alto Alentejo, EPE",2025-02,807,594,2025,2
233.0,"[38.6527214050293, -9.0]",Lisbon and Tagus Valley,350.0,"Unidade Local de Saúde do Arco Ribeirinho, EPE",2025-02,1193,843,2025,2
193.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,631.0,"Unidade Local de Saúde do Médio Tejo, EPE",2025-02,2137,1506,2025,2
267.0,"[39.4055519104004, -9.0]",Lisbon and Tagus Valley,326.0,"Unidade Local de Saúde do Oeste, EPE",2025-02,1693,1367,2025,2
39.0,"[40.217, -8.40991]",Central,566.0,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.",2024-03,1243,677,2024,3
112.0,"[38.739946, -9.161139]",Lisbon and Tagus Valley,1406.0,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.",2024-03,2144,738,2024,3
170.0,"[41.1811, -8.60469]",Northern,1633.0,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.",2024-03,2858,1225,2024,3
333.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,618.0,"Unidade Local de Saúde da Lezíria, EPE",2024-03,2082,1464,2024,3
287.0,"[41.383183, -8.758784]",Northern,708.0,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE",2024-03,1830,1122,2024,3
1239.0,"[41.147283, -8.619536]",Northern,3026.0,"Unidade Local de Saúde de Santo António, EPE",2024-03,10874,7848,2024,3
1443.0,"[41.1833, -8.60193]",Northern,5177.0,"Unidade Local de Saúde de São João, EPE",2024-03,14911,9734,2024,3
512.0,"[41.310331, -7.760103]",Northern,1116.0,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE",2024-03,4382,3266,2024,3
320.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,1004.0,"Unidade Local de Saúde do Médio Tejo, EPE",2024-03,2884,1880,2024,3
319.0,"[41.802452, -6.768198]",Northern,525.0,"Unidade Local de Saúde do Nordeste, EPE",2024-03,2088,1563,2024,3
584.0,"[40.636332, -8.654388]",Central,836.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2025-03,3203,2367,2025,3
401.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,806.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2025-03,3633,2827,2025,3
373.0,"[41.181859, -8.663374]",Northern,894.0,"Unidade Local de Saúde de Matosinhos, EPE",2025-03,4735,3841,2025,3
1022.0,"[37.024668, -7.928949]",Algarve,1291.0,"Unidade Local de Saúde do Algarve, EPE",2025-03,3835,2544,2025,3
398.0,"[38.977344, -8.984882]",Lisbon and Tagus Valley,630.0,"Unidade Local de Saúde do Estuário do Tejo, EPE",2025-03,3238,2608,2025,3
431.0,"[41.3422317504883, -8.0]",Northern,503.0,"Unidade Local de Saúde do Médio Ave, EPE",2025-03,2428,1925,2025,3
410.0,"[39.4055519104004, -9.0]",Lisbon and Tagus Valley,494.0,"Unidade Local de Saúde do Oeste, EPE",2025-03,2529,2035,2025,3
796.0,"[38.730076, -9.418207]",Lisbon and Tagus Valley,657.0,"Hospital de Cascais, PPP",2024-04,4111,3454,2024,4
171.0,"[38.739946, -9.161139]",Lisbon and Tagus Valley,1858.0,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.",2024-04,2893,1035,2024,4
212.0,"[41.1811, -8.60469]",Northern,2145.0,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.",2024-04,3736,1591,2024,4
446.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,829.0,"Unidade Local de Saúde da Lezíria, EPE",2024-04,2787,1958,2024,4
824.0,"[38.7436332060551, -9.0]",Lisbon and Tagus Valley,2122.0,"Unidade Local de Saúde de Amadora/Sintra, EPE",2024-04,7163,5041,2024,4
1671.0,"[41.147283, -8.619536]",Northern,4048.0,"Unidade Local de Saúde de Santo António, EPE",2024-04,14607,10559,2024,4
669.0,"[38.568838, -7.903064]",Alentejo,1331.0,"Unidade Local de Saúde do Alentejo Central, EPE",2024-04,5804,4473,2024,4
190.0,"[39.2999, -7.4267]",Alentejo,473.0,"Unidade Local de Saúde do Alto Alentejo, EPE",2024-04,2053,1580,2024,4
328.0,"[39.822737, -7.499876]",Central,933.0,"Unidade Local de Saúde Castelo Branco, EPE",2025-04,3304,2371,2025,4
865.0,"[39.7418, -8.79444]",Central,1215.0,"Unidade Local de Saúde da Região de Leiria, EPE",2025-04,6974,5759,2025,4
1984.0,"[41.1833, -8.60193]",Northern,7185.0,"Unidade Local de Saúde de São João, EPE",2025-04,20455,13270,2025,4
195.0,"[40.130297609, -8.8606]",Central,405.0,"Unidade Local de Saúde do Baixo Mondego, EPE",2025-04,2949,2544,2025,4
605.0,"[41.3422317504883, -8.0]",Northern,672.0,"Unidade Local de Saúde do Médio Ave, EPE",2025-04,3095,2423,2025,4
266.0,"[41.1811, -8.60469]",Northern,2713.0,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.",2024-05,4764,2051,2024,5
391.0,"[39.822737, -7.499876]",Central,1232.0,"Unidade Local de Saúde Castelo Branco, EPE",2024-05,3574,2342,2024,5
567.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,1001.0,"Unidade Local de Saúde da Lezíria, EPE",2024-05,3382,2381,2024,5
1553.0,"[41.562328338623, -8.3]",Northern,3810.0,"Unidade Local de Saúde de Braga, EPE",2024-05,16089,12279,2024,5
2665.0,"[40.217426, -8.410075]",Central,5915.0,"Unidade Local de Saúde de Coimbra, EPE",2024-05,19955,14040,2024,5
1025.0,"[40.6509, -7.91039]",Central,3062.0,"Unidade Local de Saúde de Dão-Lafões, EPE",2024-05,10980,7918,2024,5
2479.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,6021.0,"Unidade Local de Saúde de Santa Maria, EPE",2024-05,21082,15061,2024,5
1319.0,"[41.1254463195801, -8.0]",Northern,4536.0,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE",2024-05,14561,10025,2024,5
308.0,"[38.039936, -8.731693]",Alentejo,663.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2024-05,3602,2939,2024,5
827.0,"[41.3422317504883, -8.0]",Northern,767.0,"Unidade Local de Saúde do Médio Ave, EPE",2024-05,3110,2343,2024,5
1191.0,"[41.1971153671548, -8.0]",Northern,3415.0,"Unidade Local de Saúde do Tâmega e Sousa, EPE",2024-05,12468,9053,2024,5
246.0,"[41.1811, -8.60469]",Northern,2633.0,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.",2025-05,5145,2512,2025,5
553.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,703.0,"Unidade Local de Saúde da Lezíria, EPE",2025-05,3215,2512,2025,5
