period,health_centre,location,tot_patients_waiting,pct_patients_normal_waiting_time,patients_normal_waiting_time,region,year,month
2022-12,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",2630,68.3,1796,Central,2022,12
2022-12,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",5957,89.2,5311,Central,2022,12
2022-12,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",6199,69.7,4321,Central,2022,12
2022-12,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1465,99.0,1451,Central,2022,12
2022-12,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2270,73.7,1673,Lisbon and Tagus Valley,2022,12
2022-12,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",6970,68.6,4780,Lisbon and Tagus Valley,2022,12
2022-12,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1094,99.5,1088,Northern,2022,12
2022-12,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",2093,67.2,1407,Northern,2022,12
2023-01,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1441,59.3,854,Alentejo,2023,1
2023-01,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",11293,46.7,5275,Algarve,2023,1
2023-01,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1606,60.8,976,Lisbon and Tagus Valley,2023,1
2023-01,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",7082,80.4,5694,Northern,2023,1
2023-01,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5637,88.6,4992,Northern,2023,1
2023-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4258,82.2,3499,Northern,2023,1
2023-01,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2795,83.6,2336,Northern,2023,1
2023-01,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1896,88.0,1668,Northern,2023,1
2023-02,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",5464,91.1,4977,Central,2023,2
2023-02,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1193,90.3,1077,Central,2023,2
2023-02,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2238,73.2,1638,Lisbon and Tagus Valley,2023,2
2023-02,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2817,89.8,2529,Lisbon and Tagus Valley,2023,2
2023-02,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",5165,54.5,2817,Lisbon and Tagus Valley,2023,2
2023-02,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5500,90.0,4950,Northern,2023,2
2023-02,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",6290,85.9,5403,Northern,2023,2
2023-03,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1808,91.9,1661,Alentejo,2023,3
2023-03,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",14872,66.5,9895,Central,2023,3
2023-03,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1200,92.8,1113,Central,2023,3
2023-03,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7214,69.2,4991,Lisbon and Tagus Valley,2023,3
2023-03,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1475,66.6,982,Lisbon and Tagus Valley,2023,3
2023-03,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4514,85.3,3852,Northern,2023,3
2023-03,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1687,89.7,1514,Northern,2023,3
2023-04,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1863,91.8,1710,Alentejo,2023,4
2023-04,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",6349,74.1,4702,Central,2023,4
2023-04,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1119,66.5,744,Central,2023,4
2023-04,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",9580,89.3,8559,Northern,2023,4
2023-04,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",5796,88.3,5115,Northern,2023,4
2023-04,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",6877,79.7,5480,Northern,2023,4
2023-04,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2782,86.4,2403,Northern,2023,4
2023-04,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1795,67.0,1203,Northern,2023,4
2023-05,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1163,93.0,1082,Central,2023,5
2023-05,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",8589,56.2,4831,Lisbon and Tagus Valley,2023,5
2023-05,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3786,89.2,3376,Lisbon and Tagus Valley,2023,5
2023-05,"Hospital de Vila Franca de Xira, EPE","[38.977235, -8.984506]",5485,64.2,3519,Lisbon and Tagus Valley,2023,5
2023-05,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1516,68.3,1035,Lisbon and Tagus Valley,2023,5
2023-05,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",6018,90.5,5446,Northern,2023,5
2023-05,"Hospital de Braga, EPE","[41.56785, -8.398982]",12521,77.1,9648,Northern,2023,5
2023-05,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2940,88.6,2605,Northern,2023,5
2023-05,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1790,89.1,1594,Northern,2023,5
2023-06,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1923,91.6,1762,Alentejo,2023,6
2023-06,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",11818,44.6,5272,Algarve,2023,6
2023-06,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",15243,68.6,10453,Central,2023,6
2023-06,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2929,91.8,2688,Lisbon and Tagus Valley,2023,6
2023-06,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3837,88.0,3375,Lisbon and Tagus Valley,2023,6
2023-06,"Hospital de Vila Franca de Xira, EPE","[38.977235, -8.984506]",5320,63.1,3357,Lisbon and Tagus Valley,2023,6
2023-06,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",6988,80.8,5644,Northern,2023,6
2023-06,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2958,90.1,2666,Northern,2023,6
2023-07,"Hospital de Loures, EPE","[38.821455, -9.176296]",8052,41.2,3315,Lisbon and Tagus Valley,2023,7
2023-07,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3290,90.3,2971,Northern,2023,7
2023-07,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6186,88.9,5498,Northern,2023,7
2023-07,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",7196,80.0,5756,Northern,2023,7
2023-07,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",10427,92.4,9631,Northern,2023,7
2023-07,"Hospital de Braga, EPE","[41.56785, -8.398982]",13121,77.8,10205,Northern,2023,7
2023-07,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2846,85.9,2444,Northern,2023,7
2023-08,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",16418,53.7,8815,Lisbon and Tagus Valley,2023,8
2023-08,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",10907,50.2,5479,Lisbon and Tagus Valley,2023,8
2023-08,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",11561,87.5,10120,Northern,2023,8
2023-08,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3353,86.8,2910,Northern,2023,8
2023-08,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6096,87.4,5330,Northern,2023,8
2023-08,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4776,84.5,4035,Northern,2023,8
2023-08,"Hospital de Braga, EPE","[41.56785, -8.398982]",12636,75.4,9530,Northern,2023,8
2023-08,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1844,62.0,1144,Northern,2023,8
2023-08,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1753,84.4,1480,Northern,2023,8
2023-09,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",11873,42.2,5016,Algarve,2023,9
2023-09,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6434,89.2,5736,Central,2023,9
2023-09,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",8119,58.4,4742,Lisbon and Tagus Valley,2023,9
2023-09,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4580,63.5,2910,Lisbon and Tagus Valley,2023,9
2023-09,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4906,83.9,4116,Northern,2023,9
2023-09,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",8280,80.0,6627,Northern,2023,9
2023-09,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",6704,84.6,5669,Northern,2023,9
2023-09,"Hospital de Braga, EPE","[41.56785, -8.398982]",11949,74.8,8942,Northern,2023,9
2023-10,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",5377,51.7,2780,Alentejo,2023,10
2023-10,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1790,71.4,1278,Alentejo,2023,10
2023-10,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",6498,77.4,5027,Central,2023,10
2023-10,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",16975,52.7,8944,Lisbon and Tagus Valley,2023,10
2023-10,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",8064,58.7,4734,Lisbon and Tagus Valley,2023,10
2023-10,"Hospital de Vila Franca de Xira, EPE","[38.977235, -8.984506]",5725,60.9,3488,Lisbon and Tagus Valley,2023,10
2023-10,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1373,67.3,924,Lisbon and Tagus Valley,2023,10
2023-10,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",11245,86.1,9686,Northern,2023,10
2023-10,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3555,85.9,3052,Northern,2023,10
2023-10,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6177,86.5,5341,Northern,2023,10
2023-10,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",11074,86.3,9554,Northern,2023,10
2023-10,"Hospital de Braga, EPE","[41.56785, -8.398982]",11754,74.5,8759,Northern,2023,10
2023-10,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",5875,82.1,4826,Northern,2023,10
2023-11,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",2122,98.3,2085,Central,2023,11
2023-11,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1063,73.4,780,Central,2023,11
2023-11,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",8876,53.7,4769,Lisbon and Tagus Valley,2023,11
2023-11,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1070,98.1,1050,Northern,2023,11
2023-11,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4761,80.8,3847,Northern,2023,11
2023-11,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",6100,80.7,4923,Northern,2023,11
2023-11,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1523,84.1,1281,Northern,2023,11
2023-12,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1840,86.3,1588,Alentejo,2023,12
2023-12,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",2821,61.1,1725,Central,2023,12
2023-12,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",4179,86.6,3617,Central,2023,12
2023-12,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9862,69.7,6878,Lisbon and Tagus Valley,2023,12
2023-12,"Hospital de Cascais, PPP","[38.729006, -9.418267]",3262,81.4,2654,Lisbon and Tagus Valley,2023,12
2023-12,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3607,82.3,2969,Northern,2023,12
2023-12,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",7091,76.2,5400,Northern,2023,12
2024-01,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1258,74.1,932,Central,2024,1
2024-01,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1568,65.9,1034,Lisbon and Tagus Valley,2024,1
2024-01,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4350,64.7,2814,Lisbon and Tagus Valley,2024,1
2024-01,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6376,83.5,5323,Central,2024,1
2024-01,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7140,67.7,4833,Lisbon and Tagus Valley,2024,1
2024-01,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",7412,87.6,6491,Northern,2024,1
2024-01,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",9855,70.0,6901,Lisbon and Tagus Valley,2024,1
2024-01,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.039936, -8.731693]",2249,91.2,2050,Alentejo,2024,1
2024-01,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4047,86.9,3517,Lisbon and Tagus Valley,2024,1
2025-01,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1157,79.5,920,Central,2025,1
2025-01,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1464,73.3,1073,Central,2025,1
2025-01,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1566,99.5,1558,Northern,2025,1
2025-01,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6660,86.3,5745,Central,2025,1
2025-01,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9383,57.3,5377,Lisbon and Tagus Valley,2025,1
2025-01,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",6917,45.0,3113,Lisbon and Tagus Valley,2025,1
2025-01,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",10245,68.2,6992,Lisbon and Tagus Valley,2025,1
2025-01,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4261,80.7,3440,Northern,2025,1
2025-01,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5602,75.7,4240,Northern,2025,1
2024-02,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3248,83.7,2719,Lisbon and Tagus Valley,2024,2
2024-02,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1546,67.3,1040,Lisbon and Tagus Valley,2024,2
2024-02,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",1849,69.0,1275,Northern,2024,2
2024-02,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4264,66.1,2819,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",18089,70.6,12765,Central,2024,2
2024-02,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",24658,54.7,13478,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4602,79.1,3641,Northern,2024,2
2025-02,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3650,92.7,3383,Lisbon and Tagus Valley,2025,2
2025-02,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8351,65.4,5464,Lisbon and Tagus Valley,2025,2
2025-02,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2724,54.3,1478,Central,2025,2
2025-02,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1538,99.7,1534,Northern,2025,2
2025-02,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",6079,83.7,5090,Central,2025,2
2025-02,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3880,82.9,3215,Northern,2025,2
2025-02,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13662,79.5,10868,Northern,2025,2
2025-02,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",20575,68.5,14093,Central,2025,2
2025-02,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5931,51.6,3061,Alentejo,2025,2
2025-02,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12235,46.7,5719,Algarve,2025,2
2024-03,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",18254,71.4,13025,Central,2024,3
2024-03,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",6241,76.8,4792,Central,2024,3
2024-03,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",7898,90.4,7140,Northern,2024,3
2024-03,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",9704,71.5,6938,Lisbon and Tagus Valley,2024,3
2024-03,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1924,74.9,1442,Alentejo,2024,3
2025-03,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2929,60.7,1779,Central,2025,3
2025-03,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1321,75.3,995,Central,2025,3
2025-03,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13321,78.8,10491,Northern,2025,3
2025-03,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8672,85.0,7374,Northern,2025,3
2025-03,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6204,58.8,3651,Lisbon and Tagus Valley,2025,3
2025-03,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3315,88.4,2931,Northern,2025,3
2024-04,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1187,82.6,980,Central,2024,4
2024-04,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5975,86.4,5160,Central,2024,4
2024-04,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",14976,80.3,12033,Northern,2024,4
2024-04,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8229,82.8,6813,Northern,2024,4
2024-04,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5580,49.2,2744,Alentejo,2024,4
2024-04,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2365,97.8,2312,Central,2024,4
2025-04,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1909,84.1,1606,Central,2025,4
2025-04,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2922,62.0,1812,Central,2025,4
2025-04,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9660,56.2,5431,Lisbon and Tagus Valley,2025,4
2025-04,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5589,78.5,4388,Northern,2025,4
2025-04,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2751,64.7,1779,Lisbon and Tagus Valley,2025,4
2025-04,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3272,89.2,2917,Northern,2025,4
2025-04,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2499,82.0,2050,Lisbon and Tagus Valley,2025,4
2024-05,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1447,77.9,1127,Central,2024,5
2024-05,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4599,71.8,3302,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",6765,69.7,4713,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",7340,44.6,3273,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",10013,71.8,7192,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",11019,91.7,10105,Northern,2024,5
2024-05,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1674,69.7,1166,Alentejo,2024,5
2025-05,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",10632,59.4,6312,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7256,64.7,4694,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",10235,68.6,7019,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5800,49.9,2895,Alentejo,2025,5
2025-05,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5543,78.4,4344,Northern,2025,5
2025-05,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1810,86.0,1556,Northern,2025,5
2024-06,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",1783,78.5,1399,Northern,2024,6
2024-06,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1488,93.4,1390,Central,2024,6
2024-06,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1485,99.5,1477,Northern,2024,6
2024-06,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3104,77.9,2418,Northern,2024,6
2024-06,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",7041,44.1,3107,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3583,85.0,3046,Northern,2024,6
2025-06,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1180,72.7,858,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13626,75.3,10260,Northern,2025,6
2025-06,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",20961,68.5,14355,Central,2025,6
2025-06,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9461,54.1,5114,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",10413,68.1,7089,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",7601,82.9,6298,Northern,2025,6
2025-06,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5464,77.9,4255,Northern,2025,6
2025-06,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2526,81.7,2063,Lisbon and Tagus Valley,2025,6
2024-07,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3261,88.9,2899,Lisbon and Tagus Valley,2024,7
2024-07,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1378,81.1,1117,Central,2024,7
2024-07,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3003,77.6,2330,Northern,2024,7
2024-07,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5443,77.6,4223,Central,2024,7
2024-07,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1944,86.2,1675,Alentejo,2024,7
2024-07,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2840,88.6,2515,Lisbon and Tagus Valley,2024,7
2025-07,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2674,68.4,1830,Central,2025,7
2025-07,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4914,61.9,3042,Lisbon and Tagus Valley,2025,7
2025-07,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6549,92.1,6030,Northern,2025,7
2025-07,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4331,80.6,3490,Northern,2025,7
2025-07,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5628,49.8,2802,Alentejo,2025,7
2025-07,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1994,71.9,1434,Alentejo,2025,7
2025-07,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7570,92.1,6972,Northern,2025,7
2024-08,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1252,77.9,975,Central,2024,8
2024-08,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1187,79.2,940,Lisbon and Tagus Valley,2024,8
2024-08,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",2069,84.5,1749,Northern,2024,8
2024-08,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8117,62.1,5042,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1507,78.0,1176,Central,2024,8
2024-08,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11604,51.5,5980,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",14598,79.0,11530,Northern,2024,8
2024-08,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5466,75.0,4098,Central,2024,8
